,PitchNo,Date,Time,PAofInning,PitchofPA,player_name,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,release_pos_z,release_pos_x,release_extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,pitch_type_code,pitch_type,height_in_inches,interaction,arm_angle,xiVB,iVB_oe,most_common_fb,avg_RelSpeed,avg_release_pos_x,avg_release_pos_z,avg_HorzBreak,avg_InducedVertBreak,platoon_state,count,xrv
2630,21,2024-10-05,10:37:12.87,7,1,Maclane Finley,1000342841,R,PUR_BOI,"Malott, Corbin",808778,Right,PUR_BOI,Undefined,1,Top,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.83267,3.045146,0.227463,2741.790536,63.105413,8:00,5.59417,1.584,4.73507,-50.15633,-2.0487,-6.91264,4.3061,1.22374,71.3335,-5.999854,-0.986256,0.499204,,,,,,,,,,,,3.43799,-1.35744,-1.60045,50.0,5.85659,-0.15416,-112.80608,4.14123,4.44595,19.83076,-33.92948,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,4fa7b990-8327-11ef-8f80-2ff5fbccac14,75.50505,,,6.49917,,,,,,,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:37:12.87,2024-10-05T10:37:12.8737836-04:00,2024-10-05T14:37:12.8737836Z,,v3,471415,471415,,"DeCello, Sergio",1000076857,Right,PUR_BOI,6d024136-5afe-4dbe-95ff-964e8671189b,55.76508,-113.81504,9.91538,5.60197,5.86751,-16.96474,-1.58685,-0.38037,2.22298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5,Slider,72.0,1907.1926310168,30.012842696770356,-11.025756,8.977055882263183,Fastball,89.23599428571428,1.8015815584415584,5.618988961038961,9.804622467532466,15.938944675324676,3,0,0.0684474979129084
2631,22,2024-10-05,10:37:32.17,7,2,Maclane Finley,1000342841,R,PUR_BOI,"Malott, Corbin",808778,Right,PUR_BOI,Undefined,1,Top,2,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.62544,-1.437789,-2.830718,2365.860616,206.054035,12:45,5.64108,1.59897,5.53368,-16.38713,19.68383,9.06312,2.9296,-0.29392,81.00348,-4.544259,-1.217741,0.432265,,,,,,,,,,,,-5.3489,10.67906,-1.35925,50.0,5.50547,5.95709,-128.52105,-3.72535,-8.96212,26.19931,-14.28115,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,5b313750-8327-11ef-8f80-2ff5fbccac14,87.19748,,,7.62196,,,,,,,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:37:32.17,2024-10-05T10:37:32.1741356-04:00,2024-10-05T14:37:32.1741356Z,,v3,471415,471415,,"DeCello, Sergio",1000076857,Right,PUR_BOI,0655d735-0e1f-4b27-903d-9154f1a7d422,54.9649,-129.52921,13.09966,5.63824,-3.17581,-7.14058,-1.59512,6.30195,-4.48106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,72.0,2247.5470733568,39.29280061217421,14.113423,5.570406652526856,Fastball,89.23599428571428,1.8015815584415584,5.618988961038961,9.804622467532466,15.938944675324676,3,3,-0.010340126344644755
2632,23,2024-10-05,10:37:50.66,7,3,Maclane Finley,1000342841,R,PUR_BOI,"Malott, Corbin",808778,Right,PUR_BOI,Undefined,1,Top,2,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,1,0,,77.75467,0.391106,-1.908968,2617.156337,72.654385,8:30,5.58118,1.74873,4.85843,-47.78286,-0.05685,-4.60512,1.96969,-0.44259,72.00834,-8.204174,-2.720104,0.49722,,,,,,,,,,,,1.78736,0.27217,-1.55632,50.0,5.5788,3.94995,-112.86003,-0.95572,2.32188,19.16069,-31.8205,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,662f8c10-8327-11ef-8f80-2ff5fbccac14,75.80631,,,5.74634,,,,,,,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:37:50.66,2024-10-05T10:37:50.6660000-04:00,2024-10-05T14:37:50.6660000Z,,v3,471415,471415,,"DeCello, Sergio",1000076857,Right,PUR_BOI,b1d42675-3b65-463e-9c7a-38d730ff898b,55.64261,-113.81396,9.58034,5.58695,0.6285,-15.91025,-1.75009,3.83435,1.16094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.73051,1.982514,0.759296,1.223218,-0.14592,1.74043,0.51715,1.19661,5.68965,1.69015,127.28106,2.63009,3.04246,1.41981,115.74837,-10.4981,5.67404,9.76312,-10.01534,1.61462,-2.10035,2.66798,High,High,High,,,High,High,High,5,Slider,72.0,1952.3356090128,33.17029276510693,-6.007721,5.950870947265625,Fastball,89.23599428571428,1.8015815584415584,5.618988961038961,9.804622467532466,15.938944675324676,3,4,-0.0037936813841333815
2633,24,2024-10-05,10:40:43.64,1,1,Gavin Beuter,1000278707,R,PUR_BOI,"Choi, Albert",1000353331,Right,PUR_BOI,Undefined,1,Bottom,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.27474,-0.585091,-3.837809,2001.598622,243.934102,2:15,6.13001,1.455,5.39226,-25.97407,11.19201,20.09529,3.4159,-0.47262,79.46756,-5.423309,-0.272457,0.438778,,,,,,,,,,,,-11.18536,6.20213,-1.12602,50.0,6.05987,7.63398,-127.68145,-2.22285,-18.20969,29.6786,-22.07701,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,cd541e60-8327-11ef-8f80-2ff5fbccac14,85.90322,,,8.80718,,,,,,,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:40:43.64,2024-10-05T10:40:43.6469804-04:00,2024-10-05T14:40:43.6469804Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,e80e49a7-fa6d-4595-876c-8484096480fe,55.10389,-128.86235,14.8393,6.13084,-1.34442,-11.0385,-1.44419,8.35854,-9.10485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,76.0,2512.1501869176004,37.1903734183393,14.248509,-3.0564994070434572,Fastball,89.08165327272727,1.6070661818181817,5.940219818181818,15.03349381818182,12.173006545454545,3,0,-0.0064539177127435204
2634,25,2024-10-05,10:40:55.96,1,2,Gavin Beuter,1000278707,R,PUR_BOI,"Choi, Albert",1000353331,Right,PUR_BOI,Undefined,1,Bottom,0,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.64913,-0.940553,-1.66835,2031.431973,241.868201,2:00,6.03827,1.55298,5.72687,-26.59966,10.54855,17.20147,2.94518,1.43214,79.04116,-5.915736,1.410716,0.438672,,,,,,,,,,,,-9.37394,6.0524,-1.42486,50.0,5.94358,2.98009,-127.09521,-2.97202,-15.07043,30.20592,-22.44365,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,d4973fe0-8327-11ef-8f80-2ff5fbccac14,85.9239,,,8.60797,,,,,,,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:40:55.96,2024-10-05T10:40:55.9661612-04:00,2024-10-05T14:40:55.9661612Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,05c98642-38c0-4b12-86ab-1b0f3c6b2597,54.77228,-128.22439,15.10296,6.039,-2.13302,-11.22182,-1.54679,3.54347,-7.53522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,76.0,2628.1094359324,38.652251980067454,13.1572485,-2.608698497009277,Fastball,89.08165327272727,1.6070661818181817,5.940219818181818,15.03349381818182,12.173006545454545,3,1,0.02773065657888378
2635,26,2024-10-05,10:41:11.51,1,3,Gavin Beuter,1000278707,R,PUR_BOI,"Choi, Albert",1000353331,Right,PUR_BOI,Undefined,1,Bottom,0,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.49183,-0.78605,-1.547076,1977.645511,236.794584,2:00,6.04983,1.5794,5.50737,-26.30694,12.09375,16.36887,3.12216,1.49629,78.09223,-5.694984,1.370724,0.446006,,,,,,,,,,,,-8.65902,6.75481,-1.45529,50.0,5.96393,2.65563,-125.34576,-2.60937,-13.58837,28.55943,-21.57395,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,ddeb6710-8327-11ef-8f80-2ff5fbccac14,84.51104,,,8.39959,,,,,,,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:41:11.51,2024-10-05T10:41:11.5180076-04:00,2024-10-05T14:41:11.5180076Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,596edd8d-e100-4d83-8927-ee09f240f08b,54.98831,-126.47721,14.27972,6.05038,-1.75466,-10.78698,-1.57116,3.19397,-6.79419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,76.0,2532.2175707796,36.47960944051492,10.097888,1.9958620071411133,Fastball,89.08165327272727,1.6070661818181817,5.940219818181818,15.03349381818182,12.173006545454545,3,4,0.065626353330656
2636,27,2024-10-05,10:41:30.87,1,4,Gavin Beuter,1000278707,R,PUR_BOI,"Choi, Albert",1000353331,Right,PUR_BOI,Undefined,1,Bottom,0,3,1,Fastball,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,85.81033,-2.728566,-1.894078,1873.037379,239.312497,2:00,6.15649,1.55659,5.12452,-27.83454,11.83402,17.5084,1.2636,1.23097,77.71718,-7.850572,1.20696,0.453309,,,,,,,,,,,,-9.25875,7.17599,-1.39262,50.0,5.8788,3.31026,-124.14562,-6.91754,-14.25725,27.94065,-21.12396,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,e97050f0-8327-11ef-8f80-2ff5fbccac14,83.14948,,,8.09315,,,,,,,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:41:30.87,2024-10-05T10:41:30.8758572-04:00,2024-10-05T14:41:30.8758572Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,028fe272-a1ae-42aa-b484-60ad81b71fb1,55.37211,-125.34885,13.97033,6.15711,-6.00785,-10.56198,-1.5484,3.92423,-7.12863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,76.0,2397.7282662448,33.52768334224599,9.275265,2.5587552600097663,Fastball,89.08165327272727,1.6070661818181817,5.940219818181818,15.03349381818182,12.173006545454545,3,10,0.104468419691443
2637,28,2024-10-05,10:42:07.60,2,1,Gavin Beuter,1000278707,R,PUR_BOI,"Rogers, Brandon",804611,Right,PUR_BOI,Undefined,1,Bottom,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.0727,-1.232563,-2.976976,2001.940412,232.556149,1:45,6.19415,1.53099,5.46847,-23.52486,14.48355,17.11095,3.07848,0.1683,78.54604,-5.641703,0.066764,0.443722,,,,,,,,,,,,-9.48123,8.07382,-1.2807,50.0,6.06995,5.78751,-126.05057,-3.49408,-15.05452,28.75423,-19.35423,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,ff510e00-8327-11ef-8f80-2ff5fbccac14,84.94602,,,8.52666,,,,,,,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:42:07.60,2024-10-05T10:42:07.6067372-04:00,2024-10-05T14:42:07.6067372Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,39e9acde-4424-46a6-9874-24bc9fe70e4b,55.02765,-127.19229,14.37712,6.19343,-2.7256,-9.67712,-1.52237,6.38526,-7.52726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,76.0,2574.311782238,41.27330631898975,12.956559,1.5269908187866204,Fastball,89.08165327272727,1.6070661818181817,5.940219818181818,15.03349381818182,12.173006545454545,3,0,0.009556816772174759
2638,29,2024-10-05,10:42:25.09,2,2,Gavin Beuter,1000278707,R,PUR_BOI,"Rogers, Brandon",804611,Right,PUR_BOI,Undefined,1,Bottom,0,0,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,81.18874,1.092122,-1.515409,2568.967904,103.509159,9:30,5.51385,1.87743,5.19656,-40.31112,3.48776,-8.49729,3.18236,-0.25644,73.94131,-6.276161,-3.019998,0.476325,69.76435,24.902254,148.054982,3846.606197,,,,,59.00194,,,3.78992,1.83725,-1.73021,50.0,5.58478,3.46999,-117.71092,0.81326,5.28094,23.77629,-29.614,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,09bd34e0-8328-11ef-8f80-2ff5fbccac14,79.13185,22.64294,,7.24742,,,,0.38635,3.06185,0.31436,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:42:25.09,2024-10-05T10:42:25.0957868-04:00,2024-10-05T14:42:25.0957868Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,bb1fe833-4233-4b80-862c-703e8207c2e9,55.30201,-118.77703,11.88815,5.51854,2.14114,-14.807,-1.8805,3.2332,2.64047,296.159876,0.38635,-78.75268,3.64996,0.13806,-0.1465,0.05757,-0.01349,0.00352,-0.00058,3.06185,43.0844,-22.11446,2.05172,-0.39742,0.06764,-0.01181,0.00319,-0.00068,0.31436,49.10512,-10.47779,2.40254,-0.55299,0.09981,-0.02065,0.00408,-0.00052,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,5,Slider,76.0,2177.6319790559996,20.344395002817368,1.0064936,2.48126643157959,Fastball,89.08165327272727,1.6070661818181817,5.940219818181818,15.03349381818182,12.173006545454545,3,1,-0.014530766085538348
2639,30,2024-10-05,10:42:48.00,2,3,Gavin Beuter,1000278707,R,PUR_BOI,"Rogers, Brandon",804611,Right,PUR_BOI,Undefined,1,Bottom,0,0,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.46896,-1.791835,-4.652887,2083.383307,241.552068,2:00,6.04217,1.40744,5.5677,-22.43174,13.31579,22.28907,2.49294,-1.0912,81.17132,-5.986001,-0.690456,0.430323,82.2287,7.904512,64.065864,4125.372632,,,,132.23717,105.81563,68.886246,1.364301,-12.68324,7.62524,-1.02071,50.0,5.87264,9.55227,-129.42045,-4.82126,-21.37261,28.64121,-19.32468,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,176cee00-8328-11ef-8f80-2ff5fbccac14,87.59107,7.69169,,8.29764,,,,1.97919,2.64511,0.65606,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:42:48.00,2024-10-05T10:42:48.0078892-04:00,2024-10-05T14:42:48.0078892Z,GroundBall,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,b020a068-daa9-45bf-ae92-e5f23565fa5c,54.93247,-130.50745,14.3206,6.0417,-4.08784,-9.66234,-1.39864,10.36341,-10.6863,,1.97919,52.24154,-18.59214,4.52653,-0.68955,-0.34165,0.44179,-0.19999,0.03397,2.6451,16.58778,-13.59763,0.00266,-0.49095,1.13056,-1.02288,0.43868,-0.07326,0.65606,107.42595,-17.0468,3.94542,-0.67081,-0.10822,0.21025,-0.09911,0.01703,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,,3,Fastball,76.0,2556.715233084,38.540904870667205,16.029129,-2.7133390283203127,Fastball,89.08165327272727,1.6070661818181817,5.940219818181818,15.03349381818182,12.173006545454545,3,2,-0.019185821385830446
2640,31,2024-10-05,10:43:51.86,2,4,Gavin Beuter,1000278707,R,PUR_BOI,"Rogers, Brandon",804611,Right,PUR_BOI,Undefined,1,Bottom,0,0,2,Slider,Slider,InPlay,Undefined,LineDrive,Double,0,0,,83.69908,-1.611886,-2.477487,2643.191744,135.262216,10:30,5.75336,1.78434,5.2802,-30.97376,9.46701,-8.26193,1.65657,-1.23238,77.73404,-7.248218,-3.941777,0.4577,79.84045,8.368991,-35.933821,4012.813759,,,,97.81431,94.96359,-38.782948,0.902979,3.58732,5.47044,-1.5517,50.0,5.5833,5.59351,-121.51763,-4.51029,5.42185,21.40763,-23.90612,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,3d734630-8328-11ef-8f80-2ff5fbccac14,82.35183,5.22085,,5.96504,,,,4.37522,2.00074,1.02603,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:43:51.86,2024-10-05T10:43:51.8600236-04:00,2024-10-05T14:43:51.8600236Z,GroundBall,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,92ce64dd-65f0-4e8c-82e0-7fbed1e5d3f8,55.22171,-122.43408,10.70382,5.75448,-3.48688,-11.95306,-1.78618,5.3614,2.71093,75.817429,4.37522,93.80498,-18.5161,3.69271,-0.77359,0.11908,-0.0183,0.00192,3e-05,2.00074,17.0435,-23.56858,2.93352,-0.58915,0.11202,-0.01917,0.00328,-0.00038,1.02603,-67.9879,-2.8649,2.60191,-0.92086,0.26544,-0.06563,0.01416,-0.00172,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,5,Slider,76.0,2308.795751872,25.36601353589726,0.7742198,8.692790189037323,Fastball,89.08165327272727,1.6070661818181817,5.940219818181818,15.03349381818182,12.173006545454545,3,2,-0.03786072949513426
2641,32,2024-10-05,10:44:31.12,3,1,Gavin Beuter,1000278707,R,PUR_BOI,"Sutter, Logan",806513,Right,PUR_BOI,Undefined,1,Bottom,0,0,0,Fastball,Sinker,InPlay,Undefined,LineDrive,Double,0,2,,88.78081,-1.606532,-3.448511,2045.024247,242.385545,2:00,6.10841,1.52848,5.41436,-25.98828,9.97343,16.98942,2.43455,-0.29029,81.71262,-6.388479,-0.430254,0.43161,105.02068,19.288554,-12.34934,6443.89289,106.79266,28.73212,-26.36746,280.74433,280.74433,-16.928176,2.609426,-9.51004,5.75752,-1.23413,50.0,5.9472,7.0213,-128.76229,-4.55535,-16.07068,25.09651,-22.44464,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,54f2bf20-8328-11ef-8f80-2ff5fbccac14,87.32982,31.41644,,7.06819,,,,2.16249,2.49029,0.30267,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:44:31.12,2024-10-05T10:44:31.1242284-04:00,2024-10-05T14:44:31.1242284Z,LineDrive,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,1e8067a3-a1ec-4d5d-a393-574c53ff5dd2,55.08722,-129.75003,12.54826,6.1091,-3.67198,-11.22232,-1.52291,7.6538,-8.03534,75.844159,2.16249,142.01982,-21.47749,3.81546,-0.83869,0.16447,-0.03021,0.00408,-0.00026,2.49029,50.87991,-25.57024,3.4649,-0.79654,0.17597,-0.03125,0.0041,-0.00027,0.30267,-31.09365,-2.38611,1.51967,-0.44247,0.11354,-0.02203,0.00305,-0.00021,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,3,Fastball,76.0,2513.5579383376003,37.00656230741398,15.349817,-5.376387276000976,Fastball,89.08165327272727,1.6070661818181817,5.940219818181818,15.03349381818182,12.173006545454545,3,0,0.010210931445199464
2642,33,2024-10-05,10:45:14.41,4,1,Gavin Beuter,1000278707,R,PUR_BOI,"Anderson, Brandon",804244,Left,PUR_BOI,Undefined,1,Bottom,0,0,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.21307,-1.179291,-2.325548,1442.928387,265.29417,2:45,5.65078,2.09707,5.38698,-38.11986,2.66851,18.14969,1.36771,1.4286,77.11869,-8.108907,0.905489,0.459663,,,,,,,,,,,,-9.74083,1.99323,-1.90243,50.0,5.51823,4.1606,-120.86821,-3.85167,-14.53791,21.59832,-29.19921,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,6eb4d510-8328-11ef-8f80-2ff5fbccac14,82.00016,,,6.09438,,,,,,,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:45:14.41,2024-10-05T10:45:14.4118828-04:00,2024-10-05T14:45:14.4118828Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,b590f515-7975-4a15-af8d-d85fc44699f4,55.11517,-121.77882,10.79916,5.65467,-2.62059,-14.5996,-2.09077,4.77354,-7.26896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,0,ChangeUp,76.0,2313.4885521744,25.050293026316808,2.4924054,0.1761045854187011,Fastball,89.0517618604651,1.6386062790697675,5.861861627906976,13.78213558139535,12.261283255813954,1,0,0.008619038115075488
2643,34,2024-10-05,10:45:30.21,4,2,Gavin Beuter,1000278707,R,PUR_BOI,"Anderson, Brandon",804244,Left,PUR_BOI,Undefined,1,Bottom,0,0,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.43983,-1.5922,-3.247049,1548.236251,250.665062,2:15,5.68457,1.84569,5.4238,-32.33529,7.16768,17.24198,1.49583,0.23787,78.33526,-7.493235,-0.180588,0.452362,,,,,,,,,,,,-9.50205,4.33583,-1.56979,50.0,5.52041,6.23902,-122.56643,-4.55353,-14.63693,21.35882,-25.49513,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,781ad690-8328-11ef-8f80-2ff5fbccac14,83.3236,,,6.10457,,,,,,,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:45:30.21,2024-10-05T10:45:30.2186540-04:00,2024-10-05T14:45:30.2186540Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,41ab160f-cacd-4765-9eb1-ab6d141db220,55.07812,-123.44818,10.67941,5.68667,-3.50102,-12.74757,-1.83983,6.84327,-7.31846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,0,ChangeUp,76.0,2343.229778216,27.413302503003564,5.409187,1.7584931599426268,Fastball,89.0517618604651,1.6386062790697675,5.861861627906976,13.78213558139535,12.261283255813954,1,1,0.005406274782213658
2644,35,2024-10-05,10:45:47.41,4,3,Gavin Beuter,1000278707,R,PUR_BOI,"Anderson, Brandon",804244,Left,PUR_BOI,Undefined,1,Bottom,0,0,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.61645,-2.552832,-1.167118,2097.56601,232.69013,1:45,6.02374,1.57479,5.08732,-21.80981,12.89154,15.62666,1.79803,1.77681,83.95331,-6.543698,1.597943,0.423979,,,,,,,,,,,,-8.08548,7.34174,-1.47731,50.0,5.7651,1.95714,-131.55547,-6.69164,-14.34914,24.5987,-19.14481,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241005-PurdueUniversity-Private-1,825c1ce0-8328-11ef-8f80-2ff5fbccac14,88.90158,,,6.66314,,,,,,,7cd493dc-4b7a-4343-b49c-eb553b618c04,2024-10-05,14:45:47.41,2024-10-05T10:45:47.4177580-04:00,2024-10-05T14:45:47.4177580Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,980eb217-cb3e-47ce-8e46-9d881e487ab7,55.4139,-132.56391,12.29935,6.02334,-5.90678,-9.5724,-1.5696,2.54539,-7.17457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,76.0,2328.9966662368,26.685237509204644,13.994446,-1.1029058007812491,Fastball,89.0517618604651,1.6386062790697675,5.861861627906976,13.78213558139535,12.261283255813954,1,2,0.020329112637384846
