,PitchNo,Date,Time,PAofInning,PitchofPA,player_name,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,release_pos_z,release_pos_x,release_extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,pitch_type_code,pitch_type,height_in_inches,interaction,arm_angle,xiVB,iVB_oe,most_common_fb,avg_RelSpeed,avg_release_pos_x,avg_release_pos_z,avg_HorzBreak,avg_InducedVertBreak,platoon_state,count,xrv
298,36,2024-09-10,16:46:03.70,3,1,Nick Kolze,1000190782,R,PUR_BOI,"Nowik, Breck",822769,Right,PUR_BOI,Undefined,2,Top,0,0,0,Sinker,Sinker,InPlay,Undefined,GroundBall,Out,2,0,,92.43533,-2.1392,-4.038993,2154.225055,240.344018,2:00,5.57728,1.98235,5.31135,-22.69541,10.86804,17.18261,1.67216,-0.38316,84.50264,-6.329326,-0.995575,0.41697,97.43053,-14.528408,1.292785,,,,,6.91728,6.91728,5.698209,0.043403,-9.76272,6.35839,-1.6286,50.0,5.36646,8.6519,-133.81895,-5.86064,-17.71473,28.69653,-20.63657,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,b2414380-6fb5-11ef-84f7-93e03023d07b,90.39607,1.55754,,7.93269,,,,0.87436,1.55754,0.55121,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:46:03.70,2024-09-10T16:46:03.7017652-04:00,2024-09-10T20:46:03.7017652Z,GroundBall,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,c77368a9-42b8-479f-8da3-27e9a1096e4c,55.18911,-134.92713,14.34826,5.57739,-5.06372,-10.31829,-1.97592,9.336,-8.85737,180.0,0.87333,138.44114,,,,,,,,1.55781,-35.88569,,,,,,,,0.55118,3.12423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,,3,Fastball,75.0,2221.7164596000002,20.68637762045812,12.610998,-1.7429581536865228,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,0,-0.022088002689875874
299,37,2024-09-10,16:46:38.94,4,1,Nick Kolze,1000190782,R,PUR_BOI,"Briggs, Will",806268,Right,PUR_BOI,Undefined,2,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.96335,-0.756283,-3.646369,2205.481004,209.6251,1:00,5.70084,1.57524,5.39268,-14.12583,18.92863,10.15804,3.81342,-1.00027,84.66992,-3.446229,-1.845853,0.413796,73.62334,-22.245655,-77.373417,,,,,7.46093,7.46093,-91.771945,0.087458,-6.07524,10.00638,-1.25654,50.0,5.62354,8.09711,-134.66761,-2.21876,-11.16115,29.13119,-13.79072,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,c743d590-6fb5-11ef-84f7-93e03023d07b,91.08938,3.59172,,8.29343,,,,,,,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:46:38.94,2024-09-10T16:46:38.9470772-04:00,2024-09-10T20:46:38.9470772Z,GroundBall,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,4a7415f9-d588-4d3f-b8c5-303955e2e9a4,55.10473,-135.76737,14.5656,5.69748,-1.69813,-6.89536,-1.57017,8.51846,-5.58058,,-2.15166,21.94813,,,,,,,,3.59437,-41.06789,,,,,,,,1.11783,-97.97676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,3,Fastball,75.0,2305.7104388400003,27.803461277319116,13.784862,5.143768435363768,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,0,0.03287805461868919
300,38,2024-09-10,16:46:52.68,4,2,Nick Kolze,1000190782,R,PUR_BOI,"Briggs, Will",806268,Right,PUR_BOI,Undefined,2,Top,2,1,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.93867,-1.758605,-3.052864,2248.369549,212.864731,1:00,5.68741,1.62751,5.48853,-14.59115,17.59717,10.70556,2.8234,-0.33911,85.7978,-4.524064,-1.149481,0.408339,73.26843,36.871322,155.816658,5178.017232,,,,,70.07145,,,-6.24457,9.66969,-1.36738,50.0,5.52353,6.7649,-136.18241,-4.65944,-11.74249,29.53413,-13.99085,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,cf807240-6fb5-11ef-84f7-93e03023d07b,92.30681,40.45116,,8.14086,,,,0.8191,2.86898,0.37832,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:46:52.68,2024-09-10T16:46:52.6850100-04:00,2024-09-10T20:46:52.6850100Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,556f83e1-56ee-4327-abdc-1447ed909b9e,55.01076,-137.2648,14.76707,5.6849,-4.14669,-6.99543,-1.62319,7.19525,-5.87124,315.566866,0.8191,-78.42208,3.96024,0.36881,-0.14929,-0.02608,0.09329,-0.06157,0.01578,2.86898,64.47824,-27.37157,3.33199,-0.6869,0.07345,0.04716,-0.03903,0.01044,0.37832,35.21685,-9.64776,2.12517,-0.43028,-0.00177,0.08603,-0.0592,0.01527,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,3,Fastball,75.0,2341.1640305475,28.97351870327511,16.0664,1.5307694720458969,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,3,-0.017544288569703696
301,39,2024-09-10,16:47:30.81,4,3,Nick Kolze,1000190782,R,PUR_BOI,"Briggs, Will",806268,Right,PUR_BOI,Undefined,2,Top,2,1,1,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.04446,-1.158879,-3.883178,2226.525534,244.935077,2:15,5.67971,1.59965,5.31073,-24.2547,8.8691,16.668,2.56807,-0.66182,84.89781,-5.631458,-0.930735,0.41423,,,,,,,,,,,,-9.41367,5.08776,-1.25944,50.0,5.55696,8.35428,-134.75899,-3.66378,-17.30542,29.36711,-22.82107,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,e634d300-6fb5-11ef-84f7-93e03023d07b,90.99399,,,8.14665,,,,,,,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:47:30.81,2024-09-10T16:47:30.8114484-04:00,2024-09-10T20:47:30.8114484Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,55757647-2da1-4b40-b1d5-d53c5703dec1,55.18868,-135.88502,14.68356,5.68066,-2.78875,-11.41054,-1.59249,9.01783,-8.65271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,4,Sinker,75.0,2262.2554716225004,26.051234682564825,12.534693,-3.665592764282227,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,4,-0.034919417094832365
302,40,2024-09-10,16:47:45.63,4,4,Nick Kolze,1000190782,R,PUR_BOI,"Briggs, Will",806268,Right,PUR_BOI,Undefined,2,Top,2,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,87.0406,0.587271,-3.006414,2836.31269,96.852046,9:15,5.49275,1.83948,5.12397,-36.12207,1.63606,-4.58299,3.03651,-1.37675,80.29482,-5.962949,-3.815384,0.442259,,,,,,,,,,,,1.51421,0.99311,-1.55304,50.0,5.51984,6.83639,-126.26867,-0.10661,2.46331,23.87605,-30.55848,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,ef0a0630-6fb5-11ef-84f7-93e03023d07b,85.22706,,,6.74577,,,,,,,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:47:45.63,2024-09-10T16:47:45.6349748-04:00,2024-09-10T20:47:45.6349748Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,7b50f7aa-d5b1-4c3e-8c19-1bfddd0a18c1,55.37643,-127.28123,11.93803,5.49688,1.18935,-15.27924,-1.84075,6.73192,1.23166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5,Slider,75.0,2110.8514663124997,14.887202713329682,0.36926278,1.266797215280533,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,5,-0.018156540673368884
303,41,2024-09-10,16:48:04.13,4,5,Nick Kolze,1000190782,R,PUR_BOI,"Briggs, Will",806268,Right,PUR_BOI,Undefined,2,Top,2,2,2,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,94.52519,-0.857487,-2.710613,2325.210974,237.462207,2:00,5.72279,1.60401,5.28283,-19.84363,12.28221,17.59414,3.2629,0.5227,85.99384,-4.552452,0.408721,0.407942,,,,,,,,,,,,-9.59808,6.70402,-1.37019,50.0,5.6303,5.64154,-137.0422,-2.79534,-18.19608,31.17091,-19.46459,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,fa088200-6fb5-11ef-84f7-93e03023d07b,92.3965,,,8.53135,,,,,,,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:48:04.13,2024-09-10T16:48:04.1349684-04:00,2024-09-10T20:48:04.1349684Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,70848dbb-0b62-4a9d-a1b2-179c7a5b95ad,55.21681,-138.22369,15.58546,5.72227,-2.05756,-9.7323,-1.5971,6.33124,-9.09804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,75.0,2267.4395021775,26.143665153801365,14.294195,-2.0119851751708993,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,8,-0.017137306657830583
304,42,2024-09-10,16:48:26.72,4,6,Nick Kolze,1000190782,R,PUR_BOI,"Briggs, Will",806268,Right,PUR_BOI,Undefined,2,Top,2,2,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.09951,-0.407941,-1.913813,2874.739431,54.848615,7:45,5.41833,1.961,5.17095,-39.08364,-1.74268,-3.89307,1.77724,-0.16513,81.05506,-7.460792,-2.603581,0.439809,,,,,,,,,,,,1.50158,-0.51122,-1.77955,50.0,5.34996,4.39904,-126.58616,-2.42307,2.46975,22.53022,-33.01488,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,07882a70-6fb6-11ef-84f7-93e03023d07b,85.70184,,,6.04444,,,,,,,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:48:26.72,2024-09-10T16:48:26.7210804-04:00,2024-09-10T20:48:26.7210804Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,5dedd519-8218-41e6-b003-59ff2c38b0e4,55.3316,-127.53157,11.26511,5.42257,-1.03772,-16.50744,-1.96196,4.29541,1.23488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5,Slider,75.0,2101.3435135125,12.77686190710872,2.056514,-3.799194024734497,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,8,-0.015146740873539902
305,43,2024-09-10,16:48:50.73,4,7,Nick Kolze,1000190782,R,PUR_BOI,"Briggs, Will",806268,Right,PUR_BOI,Undefined,2,Top,2,2,2,Sinker,Sinker,HitByPitch,Undefined,Undefined,Undefined,0,0,,94.02712,0.390603,-2.173097,2284.814942,248.374032,2:15,5.65292,1.58755,5.49166,-23.65403,8.19878,18.32958,4.04742,1.08116,86.39819,-3.979584,1.090729,0.406205,26.9846,11.554881,136.706455,3363.592631,,,,27.17664,26.24271,138.281902,0.762066,-9.87843,4.31146,-1.41032,50.0,5.67109,4.34632,-136.60473,0.03521,-18.79751,28.1114,-23.96981,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,15d05300-6fb6-11ef-84f7-93e03023d07b,92.79168,4.82957,,7.62893,,,,1.19929,3.93301,-1.13692,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:48:50.73,2024-09-10T16:48:50.7394100-04:00,2024-09-10T20:48:50.7394100Z,GroundBall,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,c2fed2fd-27da-433c-8a6f-1e913d919274,55.01031,-137.63192,14.0557,5.6538,0.91107,-11.9849,-1.58169,5.03318,-9.39876,307.835423,1.19929,-28.22256,-0.1592,0.33876,-0.15116,0.11397,-0.13493,0.12277,-0.04348,3.93301,7.92759,-17.66252,0.76557,-0.16383,-0.0676,0.16511,-0.14288,0.0514,-1.13692,26.58953,-1.93238,0.24239,0.04857,-0.45235,0.7414,-0.65936,0.23857,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,3,Fastball,75.0,2328.29359854,29.57940349319792,16.282671,-8.083890974731446,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,8,0.09783139210117854
306,44,2024-09-10,16:49:32.32,5,1,Nick Kolze,1000190782,R,PUR_BOI,"Cook, Lukas",694567,Right,PUR_BOI,Undefined,2,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.02209,1.502863,-2.129023,2836.573793,93.509253,9:00,5.47206,2.05323,5.23955,-37.86699,1.32063,-4.06303,3.73029,-0.28729,78.67164,-5.379203,-2.848464,0.450553,,,,,,,,,,,,1.51638,0.62866,-1.85427,50.0,5.58196,4.76522,-123.4723,1.82276,2.3701,21.71544,-31.19147,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,2e9da8b0-6fb6-11ef-84f7-93e03023d07b,83.65817,,,6.35045,,,,,,,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:49:32.32,2024-09-10T16:49:32.3237940-04:00,2024-09-10T20:49:32.3237940Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,c2727770-b256-453e-9381-0fa6aee65404,55.26136,-124.39419,10.85772,5.47647,3.14694,-15.59574,-2.05443,4.6646,1.18505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5,Slider,75.0,2150.334897975,14.282337973992682,0.86875296,0.4518770436096191,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,0,0.014770966023599525
307,45,2024-09-10,16:50:08.45,5,2,Nick Kolze,1000190782,R,PUR_BOI,"Cook, Lukas",694567,Right,PUR_BOI,Undefined,2,Top,2,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.88308,0.642066,-4.149476,2209.675731,242.789518,2:00,5.64997,1.74853,5.38175,-23.41552,9.9104,17.08548,4.30215,-0.72419,84.10692,-3.70808,-1.122764,0.415492,,,,,,,,,,,,-9.71638,5.11784,-1.38891,50.0,5.69132,8.92972,-134.42269,0.63595,-17.68726,30.53194,-22.85777,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,4426f6f0-6fb6-11ef-84f7-93e03023d07b,90.71764,,,8.77616,,,,,,,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:50:08.45,2024-09-10T16:50:08.4584500-04:00,2024-09-10T20:50:08.4584500Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,26fdaa4a-de4e-4734-b828-c3324c5baf4e,55.11595,-135.57972,15.26597,5.6508,1.50216,-11.42888,-1.74001,9.59999,-8.84363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,4,Sinker,75.0,2280.5044535625,24.522344170686107,13.434427,-3.52402726135254,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,3,0.06271213226562089
308,46,2024-09-10,16:50:26.54,5,3,Nick Kolze,1000190782,R,PUR_BOI,"Cook, Lukas",694567,Right,PUR_BOI,Undefined,2,Top,2,2,0,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,84.05083,-0.322416,-2.184299,1529.948454,238.556411,2:00,5.57268,1.83952,5.5715,-30.54884,9.62973,13.59288,2.72556,0.93096,76.65394,-5.979724,0.240456,0.456214,71.97262,71.10925,161.353782,5051.825553,,,,,40.75211,,,-7.55331,5.34319,-1.66062,50.0,5.52493,4.09611,-121.95901,-1.70919,-11.32836,24.93159,-24.16038,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,4ef14360-6fb6-11ef-84f7-93e03023d07b,82.62009,81.74818,,7.39689,,,,2.14826,2.89029,-0.93441,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:50:26.54,2024-09-10T16:50:26.5411124-04:00,2024-09-10T20:50:26.5411124Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,44f28cad-dc22-49dc-b002-1a76a61af82f,54.92825,-122.96235,12.4658,5.57415,-0.73689,-12.08019,-1.83463,4.552,-5.66418,351.866748,2.14826,-32.38255,-5.77735,2.78339,0.30853,-1.72045,1.65271,-0.7857,0.15325,2.89029,99.87389,-31.81068,4.33738,-0.48164,-0.4157,0.45102,-0.21409,0.04122,-0.93441,10.92703,-2.84307,0.82934,0.03939,-0.35292,0.33798,-0.15997,0.03108,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,0,ChangeUp,75.0,2328.6139965,26.982955811451795,4.702588,4.927141918640137,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,6,-0.020106484400096842
309,47,2024-09-10,16:50:53.99,5,4,Nick Kolze,1000190782,R,PUR_BOI,"Cook, Lukas",694567,Right,PUR_BOI,Undefined,2,Top,2,2,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Single,1,0,,92.38849,-1.384058,-3.793703,2195.758721,246.177404,2:15,5.56907,1.6288,5.23304,-24.69415,8.74516,17.52714,2.20711,-0.48187,84.96093,-5.913029,-0.692458,0.416198,105.46701,-2.359538,-3.411068,,,,,27.92054,27.92054,-1.933191,0.177449,-9.7969,5.02355,-1.29296,50.0,5.42298,8.0692,-133.93256,-4.19973,-17.92317,26.97721,-22.98359,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,5f4d09b0-6fb6-11ef-84f7-93e03023d07b,90.56368,2.05459,,7.42757,,,,1.22399,2.05459,0.52534,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:50:53.99,2024-09-10T16:50:53.9922484-04:00,2024-09-10T20:50:53.9922484Z,GroundBall,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,537556f0-5346-46fb-a3da-2c194ac209cd,55.26863,-134.98962,13.48861,5.56989,-3.29916,-11.49179,-1.6229,8.77149,-8.96158,344.876247,1.22451,154.24135,-21.92176,,,,,,,2.05592,-6.4676,-28.8862,,,,,,,0.52504,-9.17361,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,4,Sinker,75.0,2185.73745546,21.747469993781724,10.715301,-1.9701405599975583,Fastball,91.18712677419354,1.4264566129032257,5.771941451612903,16.296625967741935,14.051118064516128,3,7,-0.035410494098886684
310,48,2024-09-10,16:53:59.26,1,1,Matthew Tarr,1000185341,R,PUR_BOI,"Manias, Aaron",822407,Left,PUR_BOI,Undefined,2,Bottom,0,0,0,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,0,0,,89.01295,-1.147342,-4.149318,2154.918984,228.012556,1:30,5.58044,2.84861,5.57768,-23.25123,12.13682,12.37182,2.56829,-0.00255,82.29052,-5.446489,-1.949351,0.428154,103.55425,17.479486,14.857378,1168.921535,105.24083,24.1623,32.00469,259.58901,259.58901,19.43085,2.229134,-7.30619,6.73532,-2.49949,50.0,5.4662,8.83978,-129.11095,-3.39829,-12.49414,23.5835,-20.65611,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,cdc697d0-6fb6-11ef-84f7-93e03023d07b,88.03483,25.0493,,6.72243,,,,1.40583,2.57076,0.01667,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:53:59.26,2024-09-10T16:53:59.2630324-04:00,2024-09-10T20:53:59.2630324Z,LineDrive,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,4b8751a4-c4f3-45f9-aef5-3b1fb0e490ae,54.92379,-130.00722,11.79175,5.58043,-2.61327,-10.32805,-2.84447,9.31461,-6.24707,291.059123,1.40585,140.02136,-19.46747,3.7617,-0.67151,-0.00851,0.06487,-0.02287,0.00276,2.57076,45.6185,-25.77914,3.17277,-0.63233,0.07865,0.00937,-0.00607,0.0008,0.01665,37.14737,3.50909,-2.11524,0.51657,0.01126,-0.07581,0.02758,-0.00343,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,3,Fastball,74.0,2303.3172348608,30.715344993851787,16.54274,-4.405919868164062,Fastball,89.29038814814814,2.8631837037037036,5.624951481481482,12.117348518518519,14.067313703703704,1,0,0.02960116594880591
311,49,2024-09-10,16:55:08.14,2,1,Matthew Tarr,1000185341,R,PUR_BOI,"Russell, Houston",822039,Right,PUR_BOI,Undefined,2,Bottom,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.47876,2.357551,-2.056098,2449.207944,112.666466,9:45,5.7002,2.73635,4.85495,-40.66561,3.91044,-6.32744,4.54573,0.26195,74.1385,-5.004438,-3.167785,0.480532,,,,,,,,,,,,2.59606,1.72839,-2.52777,50.0,5.89839,4.46121,-116.69839,3.30313,3.61306,20.06108,-29.76856,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,f6dec3e0-6fb6-11ef-84f7-93e03023d07b,78.43899,,,6.34026,,,,,,,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:55:08.14,2024-09-10T16:55:08.1401396-04:00,2024-09-10T20:55:08.1401396Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,097e9f76-1f1e-4347-9e44-423c60129c23,55.64478,-117.66476,10.03054,5.70474,4.73711,-14.88428,-2.73848,4.28717,1.80653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5,Slider,74.0,2047.8897632599999,20.60636759987087,-0.3227837,4.233223708572387,Fastball,89.59732236363635,2.821622,5.662061272727272,10.643176727272728,15.952581636363636,3,0,0.035607815040705294
312,50,2024-09-10,16:55:25.18,2,2,Matthew Tarr,1000185341,R,PUR_BOI,"Russell, Houston",822039,Right,PUR_BOI,Undefined,2,Bottom,0,1,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.55581,0.124335,-3.024993,2443.576303,111.335452,9:45,5.57513,2.95157,4.71905,-40.6101,3.3715,-5.12544,2.30911,-0.34882,74.88111,-7.195266,-3.923306,0.477317,,,,,,,,,,,,1.67221,2.04697,-2.6409,50.0,5.55169,6.46975,-118.13162,-1.29431,2.36471,22.34878,-29.27937,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240910-PurdueUniversity-Private-1,0101fae0-6fb7-11ef-84f7-93e03023d07b,78.96731,,,6.67469,,,,,,,2d1aeaa3-9f60-48e5-bad3-f58740d5ab44,2024-09-10,20:55:25.18,2024-09-10T16:55:25.1877428-04:00,2024-09-10T20:55:25.1877428Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,3b03c68e-ac8f-44f5-9dcc-f6a509ad5976,55.77947,-119.22,11.17439,5.58,0.13158,-14.63969,-2.95317,6.35459,1.18236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5,Slider,74.0,1946.889474761,17.80122602397427,1.8791084,1.492391571044922,Fastball,89.59732236363635,2.821622,5.662061272727272,10.643176727272728,15.952581636363636,3,3,0.010853644434314596
